,op_unique_carrier,origin,dest,distance,month,value,crs_arr_hour,Numerical_Week,Weekday,meanOfGrouping,arr_delay
21500,9E,ATL,ILM,377.0,1,Patchy snow possible,17,1,4,0.0,-6.85191850523874
21501,9E,ATL,ILM,377.0,1,Patchy moderate snow,17,1,5,0.0,-11.126074413078657
21502,9E,ATL,ILM,377.0,1,Overcast,17,1,6,0.0,-5.738861594705046
21503,9E,ATL,JAN,341.0,1,Partly cloudy,22,1,2,0.0,-12.002657758689043
21504,9E,ATL,JAN,341.0,1,Partly cloudy,22,1,2,0.0,-12.002657758689043
21505,9E,ATL,JAN,341.0,1,Patchy light snow,22,1,3,0.0,-16.158308788169776
21506,9E,ATL,JAN,341.0,1,Patchy light snow,22,1,3,0.0,-16.158308788169776
21507,9E,ATL,JAN,341.0,1,Patchy snow possible,22,1,4,0.0,-14.685767452556671
21508,9E,ATL,JAN,341.0,1,Patchy snow possible,22,1,4,0.0,-14.685767452556671
21509,9E,ATL,JAN,341.0,1,Patchy moderate snow,22,1,5,0.0,-10.852235999757726
21510,9E,ATL,JAN,341.0,1,Patchy moderate snow,22,1,5,0.0,-10.852235999757726
21511,DL,ATL,JAN,341.0,1,Overcast,22,1,6,0.0,-15.971081396916315
21512,DL,ATL,JAN,341.0,1,Overcast,22,1,6,0.0,-15.971081396916315
21513,9E,ATL,AGS,143.0,1,Partly cloudy,23,1,2,0.0,-6.327400256893966
21514,9E,ATL,AGS,143.0,1,Patchy light snow,23,1,3,0.0,-6.510274668885017
21515,9E,ATL,AGS,143.0,1,Patchy snow possible,23,1,4,0.0,-7.72395689358675
21516,9E,ATL,AGS,143.0,1,Patchy moderate snow,23,1,5,0.0,7.361006530257252
21517,DL,ATL,AGS,143.0,1,Overcast,23,1,6,0.0,14.202744862668755
21518,9E,ATL,CAK,528.0,1,Partly cloudy,12,1,2,0.0,-7.380663025001103
21519,9E,ATL,VPS,250.0,1,Partly cloudy,10,1,2,0.0,-13.916397138492
21520,9E,ATL,VPS,250.0,1,Partly cloudy,10,1,2,0.0,-13.916397138492
21521,9E,ATL,VPS,250.0,1,Patchy light snow,10,1,3,0.0,-11.089127726889517
21522,9E,ATL,VPS,250.0,1,Patchy light snow,10,1,3,0.0,-11.089127726889517
21523,9E,ATL,VPS,250.0,1,Patchy snow possible,10,1,4,0.0,-13.125440228404953
21524,9E,ATL,VPS,250.0,1,Patchy snow possible,10,1,4,0.0,-13.125440228404953
21525,9E,ATL,VPS,250.0,1,Patchy moderate snow,10,1,5,0.0,-10.892392804380666
21526,9E,ATL,VPS,250.0,1,Patchy moderate snow,10,1,5,0.0,-10.892392804380666
21527,9E,ATL,VPS,250.0,1,Overcast,10,1,6,0.0,-16.20432390721909
21528,9E,ATL,VPS,250.0,1,Overcast,10,1,6,0.0,-16.20432390721909
21529,9E,ATL,PHF,508.0,1,Partly cloudy,11,1,2,38.0,25.823180248610818
21530,9E,ATL,PHF,508.0,1,Patchy light snow,11,1,3,38.0,31.661357659499537
21531,9E,ATL,PHF,508.0,1,Patchy snow possible,11,1,4,38.0,32.07162735827531
21532,9E,ATL,PHF,508.0,1,Patchy moderate snow,11,1,5,38.0,30.872768927922195
21533,9E,ATL,PHF,508.0,1,Overcast,11,1,6,38.0,20.88456538747147
21534,9E,ATL,TYS,152.0,1,Partly cloudy,18,1,2,0.0,0.5504993956135438
21535,9E,ATL,TYS,152.0,1,Patchy light snow,18,1,3,0.0,-2.7248418731289727
21536,9E,ATL,TYS,152.0,1,Patchy snow possible,18,1,4,0.0,-3.2121759468485154
21537,9E,ATL,TYS,152.0,1,Patchy moderate snow,18,1,5,0.0,-9.791447624299053
21538,9E,ATL,TYS,152.0,1,Overcast,18,1,6,0.0,-10.80739531289814
21539,9E,ATL,TRI,227.0,1,Partly cloudy,17,1,2,229.0,215.4483533447062
21540,9E,ATL,PHF,508.0,1,Partly cloudy,23,1,2,0.0,-6.318482772463298
21541,9E,ATL,PHF,508.0,1,Partly cloudy,23,1,2,0.0,-6.318482772463298
21542,9E,ATL,PHF,508.0,1,Partly cloudy,23,1,2,0.0,-6.318482772463298
21543,9E,ATL,PHF,508.0,1,Partly cloudy,23,1,2,0.0,-6.318482772463298
21544,9E,ATL,PHF,508.0,1,Patchy light snow,23,1,3,0.0,-19.165657009938478
21545,9E,ATL,PHF,508.0,1,Patchy light snow,23,1,3,0.0,-19.165657009938478
21546,9E,ATL,PHF,508.0,1,Patchy light snow,23,1,3,0.0,-19.165657009938478
21547,9E,ATL,PHF,508.0,1,Patchy light snow,23,1,3,0.0,-19.165657009938478
21548,9E,ATL,PHF,508.0,1,Patchy snow possible,23,1,4,0.0,-20.057817961084375
21549,9E,ATL,PHF,508.0,1,Patchy snow possible,23,1,4,0.0,-20.057817961084375
21550,9E,ATL,PHF,508.0,1,Patchy snow possible,23,1,4,0.0,-20.057817961084375
21551,9E,ATL,PHF,508.0,1,Patchy snow possible,23,1,4,0.0,-20.057817961084375
21552,9E,ATL,PHF,508.0,1,Patchy moderate snow,23,1,5,0.0,-16.22428650828543
21553,9E,ATL,PHF,508.0,1,Patchy moderate snow,23,1,5,0.0,-16.22428650828543
21554,9E,ATL,PHF,508.0,1,Patchy moderate snow,23,1,5,0.0,-16.22428650828543
21555,9E,ATL,PHF,508.0,1,Patchy moderate snow,23,1,5,0.0,-16.22428650828543
21556,9E,ATL,PHF,508.0,1,Overcast,23,1,6,0.0,-20.28894649057455
21557,9E,ATL,PHF,508.0,1,Overcast,23,1,6,0.0,-20.28894649057455
21558,9E,ATL,PHF,508.0,1,Overcast,23,1,6,0.0,-20.28894649057455
21559,9E,ATL,PHF,508.0,1,Overcast,23,1,6,0.0,-20.28894649057455
21560,9E,ATL,MDT,620.0,1,Partly cloudy,11,1,2,10.0,-2.048684868870028
21561,9E,ATL,MDT,620.0,1,Partly cloudy,11,1,2,10.0,-2.048684868870028
21562,9E,ATL,MDT,620.0,1,Partly cloudy,11,1,2,10.0,-2.048684868870028
21563,9E,ATL,MDT,620.0,1,Partly cloudy,11,1,2,10.0,-2.048684868870028
21564,9E,ATL,MDT,620.0,1,Partly cloudy,11,1,2,10.0,-2.048684868870028
21565,9E,ATL,MDT,620.0,1,Partly cloudy,11,1,2,10.0,-2.048684868870028
21566,9E,ATL,MDT,620.0,1,Patchy light snow,11,1,3,10.0,7.622939254664758
21567,9E,ATL,MDT,620.0,1,Patchy light snow,11,1,3,10.0,7.622939254664758
21568,9E,ATL,MDT,620.0,1,Patchy light snow,11,1,3,10.0,7.622939254664758
21569,9E,ATL,MDT,620.0,1,Patchy light snow,11,1,3,10.0,7.622939254664758
21570,9E,ATL,MDT,620.0,1,Patchy light snow,11,1,3,10.0,7.622939254664758
21571,9E,ATL,MDT,620.0,1,Patchy light snow,11,1,3,10.0,7.622939254664758
21572,9E,ATL,MDT,620.0,1,Patchy snow possible,11,1,4,10.0,9.049826857263751
21573,9E,ATL,MDT,620.0,1,Patchy snow possible,11,1,4,10.0,9.049826857263751
21574,9E,ATL,MDT,620.0,1,Patchy snow possible,11,1,4,10.0,9.049826857263751
21575,9E,ATL,MDT,620.0,1,Patchy snow possible,11,1,4,10.0,9.049826857263751
21576,9E,ATL,MDT,620.0,1,Patchy snow possible,11,1,4,10.0,9.049826857263751
21577,9E,ATL,MDT,620.0,1,Patchy snow possible,11,1,4,10.0,9.049826857263751
21578,9E,ATL,MDT,620.0,1,Patchy moderate snow,11,1,5,10.0,3.2245404053936295
21579,9E,ATL,MDT,620.0,1,Patchy moderate snow,11,1,5,10.0,3.2245404053936295
21580,9E,ATL,MDT,620.0,1,Patchy moderate snow,11,1,5,10.0,3.2245404053936295
21581,9E,ATL,MDT,620.0,1,Patchy moderate snow,11,1,5,10.0,3.2245404053936295
21582,9E,ATL,MDT,620.0,1,Patchy moderate snow,11,1,5,10.0,3.2245404053936295
21583,9E,ATL,MDT,620.0,1,Patchy moderate snow,11,1,5,10.0,3.2245404053936295
21584,9E,ATL,MDT,620.0,1,Overcast,11,1,6,10.0,5.713121657708214
21585,9E,ATL,MDT,620.0,1,Overcast,11,1,6,10.0,5.713121657708214
21586,9E,ATL,MDT,620.0,1,Overcast,11,1,6,10.0,5.713121657708214
21587,9E,ATL,MDT,620.0,1,Overcast,11,1,6,10.0,5.713121657708214
21588,9E,ATL,MDT,620.0,1,Overcast,11,1,6,10.0,5.713121657708214
21589,9E,ATL,MDT,620.0,1,Overcast,11,1,6,10.0,5.713121657708214
21590,9E,ATL,CAE,192.0,1,Partly cloudy,17,1,2,77.0,76.53668664455948
21591,9E,ATL,CAE,192.0,1,Patchy moderate snow,17,1,5,77.0,99.12783041033116
21592,9E,ATL,MLI,633.0,1,Partly cloudy,12,1,2,0.0,-9.818188711059918
21593,9E,ATL,FNT,645.0,1,Partly cloudy,23,1,2,11.333333333333334,6.437616768967482
21594,9E,ATL,FNT,645.0,1,Partly cloudy,23,1,2,11.333333333333334,6.437616768967482
21595,9E,ATL,FNT,645.0,1,Partly cloudy,23,1,2,11.333333333333334,6.437616768967482
21596,9E,ATL,FNT,645.0,1,Patchy light snow,23,1,3,11.333333333333334,-8.004694565162401
21597,9E,ATL,FNT,645.0,1,Patchy light snow,23,1,3,11.333333333333334,-8.004694565162401
21598,9E,ATL,FNT,645.0,1,Patchy light snow,23,1,3,11.333333333333334,-8.004694565162401
21599,9E,ATL,FNT,645.0,1,Patchy snow possible,23,1,4,11.333333333333334,-9.218376789864136
21600,9E,ATL,FNT,645.0,1,Patchy snow possible,23,1,4,11.333333333333334,-9.218376789864136
21601,9E,ATL,FNT,645.0,1,Patchy snow possible,23,1,4,11.333333333333334,-9.218376789864136
21602,9E,ATL,FNT,645.0,1,Patchy moderate snow,23,1,5,11.333333333333334,-11.415970523491321
21603,9E,ATL,FNT,645.0,1,Patchy moderate snow,23,1,5,11.333333333333334,-11.415970523491321
21604,9E,ATL,FNT,645.0,1,Patchy moderate snow,23,1,5,11.333333333333334,-11.415970523491321
21605,9E,ATL,FNT,645.0,1,Overcast,23,1,6,11.333333333333334,-5.778435957716571
21606,9E,ATL,FNT,645.0,1,Overcast,23,1,6,11.333333333333334,-5.778435957716571
21607,9E,ATL,FNT,645.0,1,Overcast,23,1,6,11.333333333333334,-5.778435957716571
21608,OH,ATL,CLT,226.0,1,Partly cloudy,19,1,2,12.666666666666666,12.751902029807985
21609,OH,ATL,CLT,226.0,1,Partly cloudy,19,1,2,12.666666666666666,12.751902029807985
21610,OH,ATL,CLT,226.0,1,Partly cloudy,19,1,2,12.666666666666666,12.751902029807985
21611,OH,ATL,CLT,226.0,1,Patchy light snow,19,1,3,12.666666666666666,20.32671894695883
21612,OH,ATL,CLT,226.0,1,Patchy light snow,19,1,3,12.666666666666666,20.32671894695883
21613,OH,ATL,CLT,226.0,1,Patchy light snow,19,1,3,12.666666666666666,20.32671894695883
21614,OH,ATL,CLT,226.0,1,Patchy snow possible,19,1,4,12.666666666666666,16.66547332865503
21615,OH,ATL,CLT,226.0,1,Patchy snow possible,19,1,4,12.666666666666666,16.66547332865503
21616,OH,ATL,CLT,226.0,1,Patchy snow possible,19,1,4,12.666666666666666,16.66547332865503
21617,OH,ATL,CLT,226.0,1,Overcast,19,1,6,12.666666666666666,5.516771900559956
21618,OH,ATL,CLT,226.0,1,Overcast,19,1,6,12.666666666666666,5.516771900559956
21619,OH,ATL,CLT,226.0,1,Overcast,19,1,6,12.666666666666666,5.516771900559956
21620,AA,ATL,LAX,1947.0,1,Partly cloudy,18,1,2,0.0,-9.748186870292711
21621,AA,ATL,LAX,1947.0,1,Partly cloudy,18,1,2,0.0,-9.748186870292711
21622,DL,ATL,LAX,1947.0,1,Patchy light snow,18,1,3,0.0,-9.15063387917947
21623,DL,ATL,LAX,1947.0,1,Patchy light snow,18,1,3,0.0,-9.15063387917947
21624,AA,ATL,LAX,1947.0,1,Patchy light snow,18,1,3,0.0,-15.784080853556162
21625,AA,ATL,LAX,1947.0,1,Patchy light snow,18,1,3,0.0,-15.784080853556162
21626,WN,ATL,LAX,1947.0,1,Patchy light snow,18,1,3,0.0,-7.697155585933263
21627,WN,ATL,LAX,1947.0,1,Patchy light snow,18,1,3,0.0,-7.697155585933263
21628,DL,ATL,LAX,1947.0,1,Patchy snow possible,18,1,4,0.0,-11.110781639578532
21629,DL,ATL,LAX,1947.0,1,Patchy snow possible,18,1,4,0.0,-11.110781639578532
21630,WN,ATL,LAX,1947.0,1,Patchy snow possible,18,1,4,0.0,-9.657303346332318
21631,WN,ATL,LAX,1947.0,1,Patchy snow possible,18,1,4,0.0,-9.657303346332318
21632,AA,ATL,LAX,1947.0,1,Patchy snow possible,18,1,4,0.0,-14.757229949724804
21633,AA,ATL,LAX,1947.0,1,Patchy snow possible,18,1,4,0.0,-14.757229949724804
21634,AA,ATL,LAX,1947.0,1,Patchy moderate snow,18,1,5,0.0,-12.502227028088221
21635,AA,ATL,LAX,1947.0,1,Patchy moderate snow,18,1,5,0.0,-12.502227028088221
21636,DL,ATL,LAX,1947.0,1,Overcast,18,1,6,0.0,-3.339235408233168
21637,DL,ATL,LAX,1947.0,1,Overcast,18,1,6,0.0,-3.339235408233168
21638,AA,ATL,LAX,1947.0,1,Overcast,18,1,6,0.0,-7.976889884445855
21639,AA,ATL,LAX,1947.0,1,Overcast,18,1,6,0.0,-7.976889884445855
21640,AA,ATL,DFW,731.0,1,Partly cloudy,15,1,2,0.0,-5.3112405594061975
21641,AA,ATL,DFW,731.0,1,Partly cloudy,15,1,2,0.0,-5.3112405594061975
21642,AA,ATL,DFW,731.0,1,Patchy light snow,15,1,3,0.0,-10.782697524323586
21643,AA,ATL,DFW,731.0,1,Patchy light snow,15,1,3,0.0,-10.782697524323586
21644,AA,ATL,DFW,731.0,1,Patchy snow possible,15,1,4,0.0,-9.027162273888825
21645,AA,ATL,DFW,731.0,1,Patchy snow possible,15,1,4,0.0,-9.027162273888825
21646,AA,ATL,DFW,731.0,1,Patchy moderate snow,15,1,5,0.0,-7.075421785945023
21647,AA,ATL,DFW,731.0,1,Patchy moderate snow,15,1,5,0.0,-7.075421785945023
21648,AA,ATL,DFW,731.0,1,Overcast,15,1,6,0.0,-10.400160874087653
21649,AA,ATL,DFW,731.0,1,Overcast,15,1,6,0.0,-10.400160874087653
21650,NK,ATL,MCO,404.0,1,Partly cloudy,22,1,2,0.0,-9.061713210450879
21651,NK,ATL,MCO,404.0,1,Partly cloudy,22,1,2,0.0,-9.061713210450879
21652,NK,ATL,MCO,404.0,1,Partly cloudy,22,1,2,0.0,-9.061713210450879
21653,DL,ATL,MCO,404.0,1,Partly cloudy,22,1,2,0.0,-11.889499194872055
21654,DL,ATL,MCO,404.0,1,Partly cloudy,22,1,2,0.0,-11.889499194872055
21655,DL,ATL,MCO,404.0,1,Partly cloudy,22,1,2,0.0,-11.889499194872055
21656,DL,ATL,MCO,404.0,1,Patchy light snow,22,1,3,0.0,-5.856885679146685
21657,DL,ATL,MCO,404.0,1,Patchy light snow,22,1,3,0.0,-5.856885679146685
21658,DL,ATL,MCO,404.0,1,Patchy light snow,22,1,3,0.0,-5.856885679146685
21659,NK,ATL,MCO,404.0,1,Patchy light snow,22,1,3,0.0,-2.9262397755226495
21660,NK,ATL,MCO,404.0,1,Patchy light snow,22,1,3,0.0,-2.9262397755226495
21661,NK,ATL,MCO,404.0,1,Patchy light snow,22,1,3,0.0,-2.9262397755226495
21662,DL,ATL,MCO,404.0,1,Patchy snow possible,22,1,4,0.0,-5.379348725657388
21663,DL,ATL,MCO,404.0,1,Patchy snow possible,22,1,4,0.0,-5.379348725657388
21664,DL,ATL,MCO,404.0,1,Patchy snow possible,22,1,4,0.0,-5.379348725657388
21665,NK,ATL,MCO,404.0,1,Patchy snow possible,22,1,4,0.0,-3.8184007266685507
21666,NK,ATL,MCO,404.0,1,Patchy snow possible,22,1,4,0.0,-3.8184007266685507
21667,NK,ATL,MCO,404.0,1,Patchy snow possible,22,1,4,0.0,-3.8184007266685507
21668,NK,ATL,MCO,404.0,1,Patchy moderate snow,22,1,5,0.0,-10.948138498094824
21669,NK,ATL,MCO,404.0,1,Patchy moderate snow,22,1,5,0.0,-10.948138498094824
21670,NK,ATL,MCO,404.0,1,Patchy moderate snow,22,1,5,0.0,-10.948138498094824
21671,DL,ATL,MCO,404.0,1,Patchy moderate snow,22,1,5,0.0,-9.42535924424542
21672,DL,ATL,MCO,404.0,1,Patchy moderate snow,22,1,5,0.0,-9.42535924424542
21673,DL,ATL,MCO,404.0,1,Patchy moderate snow,22,1,5,0.0,-9.42535924424542
21674,DL,ATL,MCO,404.0,1,Overcast,22,1,6,0.0,-10.650541762164606
21675,DL,ATL,MCO,404.0,1,Overcast,22,1,6,0.0,-10.650541762164606
21676,DL,ATL,MCO,404.0,1,Overcast,22,1,6,0.0,-10.650541762164606
21677,NK,ATL,MCO,404.0,1,Overcast,22,1,6,0.0,-14.473302972753629
21678,NK,ATL,MCO,404.0,1,Overcast,22,1,6,0.0,-14.473302972753629
21679,NK,ATL,MCO,404.0,1,Overcast,22,1,6,0.0,-14.473302972753629
21680,NK,ATL,CLE,554.0,1,Partly cloudy,11,1,2,56.0,71.88331176266027
21681,DL,ATL,CLE,554.0,1,Partly cloudy,11,1,2,56.0,59.62597991046288
21682,NK,ATL,CLE,554.0,1,Patchy light snow,11,1,3,56.0,62.90384203681239
21683,NK,ATL,CLE,554.0,1,Patchy snow possible,11,1,4,56.0,64.1563996707925
21684,NK,ATL,CLE,554.0,1,Patchy moderate snow,11,1,5,56.0,65.33828418324795
21685,NK,ATL,CLE,554.0,1,Overcast,11,1,6,56.0,42.984708146150304
21686,NK,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,3.8824249081462314
21687,NK,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,3.8824249081462314
21688,NK,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,3.8824249081462314
21689,NK,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,3.8824249081462314
21690,NK,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,3.8824249081462314
21691,DL,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,2.094144613734444
21692,DL,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,2.094144613734444
21693,DL,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,2.094144613734444
21694,DL,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,2.094144613734444
21695,DL,ATL,FLL,581.0,1,Partly cloudy,19,1,2,17.6,2.094144613734444
21696,DL,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,12.49333643750012
21697,DL,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,12.49333643750012
21698,DL,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,12.49333643750012
21699,DL,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,12.49333643750012
21700,DL,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,12.49333643750012
21701,NK,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,13.083866714722815
21702,NK,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,13.083866714722815
21703,NK,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,13.083866714722815
21704,NK,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,13.083866714722815
21705,NK,ATL,FLL,581.0,1,Patchy light snow,19,1,3,17.6,13.083866714722815
21706,DL,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,11.502583378772606
21707,DL,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,11.502583378772606
21708,DL,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,11.502583378772606
21709,DL,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,11.502583378772606
21710,DL,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,11.502583378772606
21711,NK,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,16.359475923521348
21712,NK,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,16.359475923521348
21713,NK,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,16.359475923521348
21714,NK,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,16.359475923521348
21715,NK,ATL,FLL,581.0,1,Patchy snow possible,19,1,4,17.6,16.359475923521348
21716,NK,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,8.925272972182828
21717,NK,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,8.925272972182828
21718,NK,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,8.925272972182828
21719,NK,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,8.925272972182828
21720,NK,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,8.925272972182828
21721,DL,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,6.1358278058439835
21722,DL,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,6.1358278058439835
21723,DL,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,6.1358278058439835
21724,DL,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,6.1358278058439835
21725,DL,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,6.1358278058439835
21726,WN,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,13.329554557051337
21727,WN,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,13.329554557051337
21728,WN,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,13.329554557051337
21729,WN,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,13.329554557051337
21730,WN,ATL,FLL,581.0,1,Patchy moderate snow,19,1,5,17.6,13.329554557051337
21731,DL,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,15.910196945925298
21732,DL,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,15.910196945925298
21733,DL,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,15.910196945925298
21734,DL,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,15.910196945925298
21735,DL,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,15.910196945925298
21736,NK,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,18.09764919662755
21737,NK,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,18.09764919662755
21738,NK,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,18.09764919662755
21739,NK,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,18.09764919662755
21740,NK,ATL,FLL,581.0,1,Overcast,19,1,6,17.6,18.09764919662755
21741,NK,ATL,LAX,1947.0,1,Partly cloudy,13,1,2,0.0,-6.380630043482093
21742,NK,ATL,LAX,1947.0,1,Partly cloudy,13,1,2,0.0,-6.380630043482093
21743,DL,ATL,LAX,1947.0,1,Partly cloudy,13,1,2,0.0,-2.819395144116614
21744,DL,ATL,LAX,1947.0,1,Partly cloudy,13,1,2,0.0,-2.819395144116614
21745,AA,ATL,LAX,1947.0,1,Partly cloudy,13,1,2,0.0,-12.80397059963331
21746,AA,ATL,LAX,1947.0,1,Partly cloudy,13,1,2,0.0,-12.80397059963331
21747,DL,ATL,LAX,1947.0,1,Patchy light snow,13,1,3,0.0,-10.522176447690525
21748,DL,ATL,LAX,1947.0,1,Patchy light snow,13,1,3,0.0,-10.522176447690525
21749,AA,ATL,LAX,1947.0,1,Patchy light snow,13,1,3,0.0,-18.839864582896766
21750,AA,ATL,LAX,1947.0,1,Patchy light snow,13,1,3,0.0,-18.839864582896766
21751,NK,ATL,LAX,1947.0,1,Patchy light snow,13,1,3,0.0,-16.353813313857238
21752,NK,ATL,LAX,1947.0,1,Patchy light snow,13,1,3,0.0,-16.353813313857238
21753,DL,ATL,LAX,1947.0,1,Patchy snow possible,13,1,4,0.0,-12.482324208089587
21754,DL,ATL,LAX,1947.0,1,Patchy snow possible,13,1,4,0.0,-12.482324208089587
21755,NK,ATL,LAX,1947.0,1,Patchy snow possible,13,1,4,0.0,-18.390125815372677
21756,NK,ATL,LAX,1947.0,1,Patchy snow possible,13,1,4,0.0,-18.390125815372677
21757,AA,ATL,LAX,1947.0,1,Patchy snow possible,13,1,4,0.0,-17.930638611417308
21758,AA,ATL,LAX,1947.0,1,Patchy snow possible,13,1,4,0.0,-17.930638611417308
21759,NK,ATL,LAX,1947.0,1,Patchy moderate snow,13,1,5,0.0,-22.487977102827344
21760,NK,ATL,LAX,1947.0,1,Patchy moderate snow,13,1,5,0.0,-22.487977102827344
21761,AA,ATL,LAX,1947.0,1,Patchy moderate snow,13,1,5,0.0,-15.152451595826275
21762,AA,ATL,LAX,1947.0,1,Patchy moderate snow,13,1,5,0.0,-15.152451595826275
21763,DL,ATL,LAX,1947.0,1,Patchy moderate snow,13,1,5,0.0,-8.648284143183256
21764,DL,ATL,LAX,1947.0,1,Patchy moderate snow,13,1,5,0.0,-8.648284143183256
21765,AA,ATL,LAX,1947.0,1,Overcast,13,1,6,0.0,-13.553599394784696
21766,AA,ATL,LAX,1947.0,1,Overcast,13,1,6,0.0,-13.553599394784696
21767,DL,ATL,LAX,1947.0,1,Overcast,13,1,6,0.0,-6.13746087403485
21768,DL,ATL,LAX,1947.0,1,Overcast,13,1,6,0.0,-6.13746087403485
21769,NK,ATL,LAX,1947.0,1,Overcast,13,1,6,0.0,-22.177357914712502
21770,NK,ATL,LAX,1947.0,1,Overcast,13,1,6,0.0,-22.177357914712502
21771,NK,ATL,MSP,907.0,1,Partly cloudy,16,1,2,0.0,-15.586403911433115
21772,NK,ATL,MSP,907.0,1,Patchy light snow,16,1,3,0.0,-22.23457240383512
21773,NK,ATL,MSP,907.0,1,Patchy snow possible,16,1,4,0.0,-23.862846737559526
21774,NK,ATL,MSP,907.0,1,Patchy moderate snow,16,1,5,0.0,-23.310531114092424
21775,NK,ATL,MSP,907.0,1,Overcast,16,1,6,0.0,-16.52879005285845
21776,NK,ATL,MSY,425.0,1,Partly cloudy,16,1,2,0.0,-14.780466681571681
21777,NK,ATL,MSY,425.0,1,Partly cloudy,16,1,2,0.0,-14.780466681571681
21778,NK,ATL,MSY,425.0,1,Patchy light snow,16,1,3,0.0,-15.2032073151218
21779,NK,ATL,MSY,425.0,1,Patchy light snow,16,1,3,0.0,-15.2032073151218
21780,NK,ATL,MSY,425.0,1,Patchy snow possible,16,1,4,0.0,-13.19030207774737
21781,NK,ATL,MSY,425.0,1,Patchy snow possible,16,1,4,0.0,-13.19030207774737
21782,NK,ATL,MSY,425.0,1,Patchy moderate snow,16,1,5,0.0,-19.303759974745322
21783,NK,ATL,MSY,425.0,1,Patchy moderate snow,16,1,5,0.0,-19.303759974745322
21784,NK,ATL,MSY,425.0,1,Overcast,16,1,6,0.0,-13.671217869320053
21785,NK,ATL,MSY,425.0,1,Overcast,16,1,6,0.0,-13.671217869320053
21786,NK,ATL,FLL,581.0,1,Partly cloudy,17,1,2,0.0,-15.420324586578053
21787,DL,ATL,FLL,581.0,1,Partly cloudy,17,1,2,0.0,-11.631566066982465
21788,B6,ATL,FLL,581.0,1,Partly cloudy,17,1,2,0.0,-0.8938594595003622
21789,B6,ATL,FLL,581.0,1,Patchy light snow,17,1,3,0.0,-3.108330880753191
21790,DL,ATL,FLL,581.0,1,Patchy light snow,17,1,3,0.0,-9.120874504345007
21791,NK,ATL,FLL,581.0,1,Patchy light snow,17,1,3,0.0,-14.107383041129689
21792,B6,ATL,FLL,581.0,1,Patchy snow possible,17,1,4,0.0,-1.8216317898908883
21793,DL,ATL,FLL,581.0,1,Patchy snow possible,17,1,4,0.0,-10.111627563072522
